file_name,file_id,sentence_text,church_father_id,church_father_name,footnote_text,citation_parsed,detection_source,reference_type,patristic_work,patristic_text,confidence,notes
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p17867,Cyrill von Alexandrien,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p18346,Theodoret von Kyrrhos,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p17867,Cyrill von Alexandrien,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p17867,Cyrill von Alexandrien,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p17867,Cyrill von Alexandrien,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p17867,Cyrill von Alexandrien,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
11593.xml,file11593,"Interim vero et illud non nescio, quod, dum argute satis et subobscure is contra Nestorium - cuius dogma alioqui satis temerarium nemo sanus unquam approbavit - disputat, amplissimam EutychiVgl. HBBW VIII [Nr. 1186], S. 242, Anm. 5. et DioscoroDioskoros I., als Nachfolger Cyrills 444-451 Patriarch von Alexandrien, setzte auf der ""Räubersynode"" von 449 Flavian von Konstantinopel ab und rehabilitierte Eutyches. 451 wurde er in Chalcedon auf Drängen von Papst Leo I. abgesetzt; er starb 454 in Gangra im Exil. - Lit.: Hermann-Josef Sieben, in: LThK3 III 249f. occasionem ab orthodoxa confessione desciscendi suppeditat.",p17867,Cyrill von Alexandrien,"Vgl. HBBW VIII [Nr. 1186], S. 242, Anm. 5.","HBBW VIII [Nr. 1186],  242, Anm. 5.",TEI,,,,,
11593.xml,file11593,"Dum enim infoelices nimia Cyrilli religione tenentur ac cernunt, quanto is studio ac fervore unionem naturarum Christi urget propugnatque, divisionem ipsarum refellit atque impugnat, eo tandem deferuntur, ut dicant propter personę unitatem unam quoque modo in Christo naturam esse; unde a naturarum proprietate desciverunt ipsamque divinitatem passam affirmarunt.",p17867,Cyrill von Alexandrien,,,TEI,,,,,
11593.xml,file11593,Nihil hic in contumeliam optimi viri Cyrilli fingo.,p17867,Cyrill von Alexandrien,,,TEI,,,,,
11593.xml,file11593,"Nam Vigilius martyrGemeint ist Vigilius von Thapsus, dessen fünf Bücher ""Contra Eutychen"" Bullinger 1539 herausgegeben hatte. Bullinger übernahm dabei die falsche Gleichsetzung des afrikanischen Bischofs mit dem gleichnamigen Märtyrer von Trient; vgl. unten Z. 560f sowie HBBW IX [Nr. 1270], S. 137, Anm. 4. diserte testatur Eutychianos Cyrilli autoritate fretos testimonia pro se varia ex illo protulisse;Vigilius, Contra Eutychen, 5, 25 (MPL LXII 153). quibus tametsi abusi fuerint, id tamen constat Cyrillum arguta sua disputatione amplam impingendi occasionem miseris his praebuisse.",p17867,Cyrill von Alexandrien,"Vigilius, Contra Eutychen, 5, 25 (MPL LXII 153).","Vigilius, Contra Eutychen, 5, 25 (MPL LXII 153).",TEI,,,,,
11593.xml,file11593,"Nam Vigilius martyrGemeint ist Vigilius von Thapsus, dessen fünf Bücher ""Contra Eutychen"" Bullinger 1539 herausgegeben hatte. Bullinger übernahm dabei die falsche Gleichsetzung des afrikanischen Bischofs mit dem gleichnamigen Märtyrer von Trient; vgl. unten Z. 560f sowie HBBW IX [Nr. 1270], S. 137, Anm. 4. diserte testatur Eutychianos Cyrilli autoritate fretos testimonia pro se varia ex illo protulisse;Vigilius, Contra Eutychen, 5, 25 (MPL LXII 153). quibus tametsi abusi fuerint, id tamen constat Cyrillum arguta sua disputatione amplam impingendi occasionem miseris his praebuisse.",p17867,Cyrill von Alexandrien,"Vigilius, Contra Eutychen, 5, 25 (MPL LXII 153).","Vigilius, Contra Eutychen, 5, 25 (MPL LXII 153).",TEI,,,,,
11593.xml,file11593,"Coacta est itaque Calcedonensis synodus sub ValentinianoValentinianus III., 419-455, ab 425 weströmischer Kaiser. - Lit.: Gunther Gottlieb, in: LThK3 X 523f. et MartianoMarkianos, geb. um 392, gest. 457, ab 450 oströmischer Kaiser. - Lit.: Johannes Koder, in: LThK3 VI 1391. principibus et convenere episcopi ac patres 630Die Zahl von 630 Konzilsvätern findet sich u. a. bei Isidor von Sevilla, Etymologiarum sive Originum libri XX (hg. v. W. M. Lindsay, Oxford 1911), 6, 16,9. atque in hunc modum decreveruntSymbolum Chalcedonense (451), s. Denzinger 302; vgl. Lionel R. Wickham, Art. Chalkedon, in: TRE VII 668-675.: „Confitemur unum atque eundem Christum dominum unigenitum in duabus naturis inconfuse, inconvertibiliter, indivise, inseparabiliter cognoscendum, nusquam naturarum diversitate evacuata propter unionem, salva magis proprietate utriusque naturae in unam personam atque substantiam convenientibus, non ut in duas personas divisum aut segregatum, sed unum eundemque unigenitum filium, deum, verbum, dominum Iesum Christum.“",p18057,Isidor von Sevilla,,,TEI,,,,,
11593.xml,file11593,"Cuperem profecto sanctissimorum ac doctissimorum horum hominum scripta tam frequenter ac diligenter quorundam volvi manibus, quam libenter utuntur obscurissimi autoris Cyrilli testimoniis.",p17867,Cyrill von Alexandrien,,,TEI,,,,,
11593.xml,file11593,"Adde, quod ipse Cyrillus libro in Ioannem 4., cap. 24.Bullinger zitiert Cyrills Kommentar zu Joh 6, 63 (Vulg. 64) fast wörtlich nach der Übersetzung Georgs von Trapezunt (in der von Bullinger verwendeten, 1521 in Paris gedruckten Ausgabe [s. HBBibl III 62]: f. 90v.; griech.: MPG LXXIII 604).: „Natura“, inquit, „carnis ipsa per se vivificare non potest.",p17867,Cyrill von Alexandrien,"Bullinger zitiert Cyrills Kommentar zu Joh 6, 63 (Vulg. 64) fast wörtlich nach der Übersetzung Georgs von Trapezunt (in der von Bullinger verwendeten, 1521 in Paris gedruckten Ausgabe [s. HBBibl III 62]: f. 90v.; griech.: MPG LXXIII 604).","Bullinger zitiert Cyrills Kommentar zu Joh 6, 63 (Vulg. 64) fast wörtlich nach der Übersetzung Georgs von Trapezunt (in der von Bullinger verwendeten, 1521 in Paris gedruckten Ausgabe [s. HBBibl III 6",TEI,,,,,
11593.xml,file11593,"Adde, quod ipse Cyrillus libro in Ioannem 4., cap. 24.Bullinger zitiert Cyrills Kommentar zu Joh 6, 63 (Vulg. 64) fast wörtlich nach der Übersetzung Georgs von Trapezunt (in der von Bullinger verwendeten, 1521 in Paris gedruckten Ausgabe [s. HBBibl III 62]: f. 90v.; griech.: MPG LXXIII 604).: „Natura“, inquit, „carnis ipsa per se vivificare non potest.",p17867,Cyrill von Alexandrien,"Bullinger zitiert Cyrills Kommentar zu Joh 6, 63 (Vulg. 64) fast wörtlich nach der Übersetzung Georgs von Trapezunt (in der von Bullinger verwendeten, 1521 in Paris gedruckten Ausgabe [s. HBBibl III 62]: f. 90v.; griech.: MPG LXXIII 604).","Bullinger zitiert Cyrills Kommentar zu Joh 6, 63 (Vulg. 64) fast wörtlich nach der Übersetzung Georgs von Trapezunt (in der von Bullinger verwendeten, 1521 in Paris gedruckten Ausgabe [s. HBBibl III 6",TEI,,,,,
11593.xml,file11593,"Porro si mihi obiicitur Cyrilli autoritas, si inuritur dogma Nestorii, oppono CyrilloKorrigiert aus Cyrillum. ipsum sibi CyrillumKorrigiert aus Cyrillo. una cum Leone et Vigilio, abnego praeterea toto pectoreAdagia, 1, 4, 26 (LB II 160f). insulsum Nestorii dogma, imo adduco pro me doctorem gentiumVgl. 1Tim 2, 7. Paulum, qui naturarum proprietatem proprie exprimereIn der Vorlage exprime. ac confiteri docens ad Ro.",p17867,Cyrill von Alexandrien,"Vgl. 1Tim 2, 7.","1Tim 2, 7.",TEI,,,,,
11593.xml,file11593,"Porro si mihi obiicitur Cyrilli autoritas, si inuritur dogma Nestorii, oppono CyrilloKorrigiert aus Cyrillum. ipsum sibi CyrillumKorrigiert aus Cyrillo. una cum Leone et Vigilio, abnego praeterea toto pectoreAdagia, 1, 4, 26 (LB II 160f). insulsum Nestorii dogma, imo adduco pro me doctorem gentiumVgl. 1Tim 2, 7. Paulum, qui naturarum proprietatem proprie exprimereIn der Vorlage exprime. ac confiteri docens ad Ro.",p17867,Cyrill von Alexandrien,"Vgl. 1Tim 2, 7.","1Tim 2, 7.",TEI,,,,,
11593.xml,file11593,"Porro si mihi obiicitur Cyrilli autoritas, si inuritur dogma Nestorii, oppono CyrilloKorrigiert aus Cyrillum. ipsum sibi CyrillumKorrigiert aus Cyrillo. una cum Leone et Vigilio, abnego praeterea toto pectoreAdagia, 1, 4, 26 (LB II 160f). insulsum Nestorii dogma, imo adduco pro me doctorem gentiumVgl. 1Tim 2, 7. Paulum, qui naturarum proprietatem proprie exprimereIn der Vorlage exprime. ac confiteri docens ad Ro.",p17867,Cyrill von Alexandrien,"Vgl. 1Tim 2, 7.","1Tim 2, 7.",TEI,,,,,
11593.xml,file11593,"Porro si mihi obiicitur Cyrilli autoritas, si inuritur dogma Nestorii, oppono CyrilloKorrigiert aus Cyrillum. ipsum sibi CyrillumKorrigiert aus Cyrillo. una cum Leone et Vigilio, abnego praeterea toto pectoreAdagia, 1, 4, 26 (LB II 160f). insulsum Nestorii dogma, imo adduco pro me doctorem gentiumVgl. 1Tim 2, 7. Paulum, qui naturarum proprietatem proprie exprimereIn der Vorlage exprime. ac confiteri docens ad Ro.",p17867,Cyrill von Alexandrien,"Vgl. 1Tim 2, 7.","1Tim 2, 7.",TEI,,,,,
11593.xml,file11593,"Porro si mihi obiicitur Cyrilli autoritas, si inuritur dogma Nestorii, oppono CyrilloKorrigiert aus Cyrillum. ipsum sibi CyrillumKorrigiert aus Cyrillo. una cum Leone et Vigilio, abnego praeterea toto pectoreAdagia, 1, 4, 26 (LB II 160f). insulsum Nestorii dogma, imo adduco pro me doctorem gentiumVgl. 1Tim 2, 7. Paulum, qui naturarum proprietatem proprie exprimereIn der Vorlage exprime. ac confiteri docens ad Ro.",p17867,Cyrill von Alexandrien,"Vgl. 1Tim 2, 7.","1Tim 2, 7.",TEI,,,,,
